t	mmss	user	text
1100	18:20	@User_719f9991	ジバニャン
1100	18:20	@User_ec48c74f	ジバニャンやろ？
1100	18:20	@User_d0753fd1	じばにゃん
1101	18:21	@User_d5b05bb2	じいちゃんばあちゃん？
1108	18:28	@User_d1fde927	そら磁場やろ
1108	18:28	@User_0485c2e0	磁場
1109	18:29	@User_889b3907	ジバコイル
1111	18:31	@User_42872ed3	じじばば？
1113	18:33	@User_d5b05bb2	マジかよ
1113	18:33	@User_bf6f46cc	じいさんばあさん
1115	18:35	@User_23831a6f	爺婆
1116	18:36	@User_2c7a57aa	ジルコニックバースト
1117	18:37	@User_1e342ee5	磁石を置いた時の磁力が働く範囲？
1117	18:37	@User_82e93b33	馬耳東風
1117	18:37	@User_2ecda813	シャバ？
1120	18:40	@User_c67ecc82	ジジババ
1121	18:41	@User_d1fde927	地縛霊！
1121	18:41	@User_acb9786a	掲示板！
